ID,ECLO
ACCIDENT_41825,4.135807
ACCIDENT_41826,4.0742755
ACCIDENT_41827,4.1003065
ACCIDENT_41828,4.1503468
ACCIDENT_41829,3.365794
ACCIDENT_41830,3.9856434
ACCIDENT_41831,4.10444
ACCIDENT_41832,4.1326075
ACCIDENT_41833,4.6352415
ACCIDENT_41834,4.086338
ACCIDENT_41835,4.168356
ACCIDENT_41836,4.3531938
ACCIDENT_41837,3.2806506
ACCIDENT_41838,4.6197615
ACCIDENT_41839,3.7587335
ACCIDENT_41840,4.3229976
ACCIDENT_41841,5.0371156
ACCIDENT_41842,3.7344713
ACCIDENT_41843,4.375002
ACCIDENT_41844,3.4471407
ACCIDENT_41845,4.250924
ACCIDENT_41846,4.507132
ACCIDENT_41847,4.2884474
ACCIDENT_41848,4.289339
ACCIDENT_41849,4.2938786
ACCIDENT_41850,4.3682623
ACCIDENT_41851,4.02242
ACCIDENT_41852,3.2626085
ACCIDENT_41853,4.5295424
ACCIDENT_41854,4.339343
ACCIDENT_41855,4.311296
ACCIDENT_41856,4.6554446
ACCIDENT_41857,3.2628353
ACCIDENT_41858,4.3990235
ACCIDENT_41859,3.3194475
ACCIDENT_41860,4.442783
ACCIDENT_41861,3.6990812
ACCIDENT_41862,3.5538962
ACCIDENT_41863,4.6492624
ACCIDENT_41864,4.538578
ACCIDENT_41865,4.6660404
ACCIDENT_41866,3.870398
ACCIDENT_41867,3.5332174
ACCIDENT_41868,5.1829047
ACCIDENT_41869,4.594381
ACCIDENT_41870,4.702674
ACCIDENT_41871,4.4358473
ACCIDENT_41872,4.5655994
ACCIDENT_41873,4.436722
ACCIDENT_41874,3.2634022
ACCIDENT_41875,3.4367626
ACCIDENT_41876,4.704471
ACCIDENT_41877,4.462737
ACCIDENT_41878,4.6258535
ACCIDENT_41879,4.8213687
ACCIDENT_41880,3.7097974
ACCIDENT_41881,3.5584762
ACCIDENT_41882,4.44231
ACCIDENT_41883,4.60292
ACCIDENT_41884,4.823349
ACCIDENT_41885,4.4730725
ACCIDENT_41886,3.260954
ACCIDENT_41887,5.133454
ACCIDENT_41888,4.2049623
ACCIDENT_41889,4.1764483
ACCIDENT_41890,4.035271
ACCIDENT_41891,4.1188984
ACCIDENT_41892,4.2230663
ACCIDENT_41893,4.036555
ACCIDENT_41894,3.529674
ACCIDENT_41895,4.202996
ACCIDENT_41896,4.030193
ACCIDENT_41897,3.5943747
ACCIDENT_41898,3.595928
ACCIDENT_41899,4.174765
ACCIDENT_41900,3.6904273
ACCIDENT_41901,3.8077664
ACCIDENT_41902,4.2158594
ACCIDENT_41903,3.959414
ACCIDENT_41904,4.414596
ACCIDENT_41905,3.3735135
ACCIDENT_41906,4.2477884
ACCIDENT_41907,4.142596
ACCIDENT_41908,4.528576
ACCIDENT_41909,3.935912
ACCIDENT_41910,3.5953808
ACCIDENT_41911,4.2871976
ACCIDENT_41912,4.213239
ACCIDENT_41913,4.466241
ACCIDENT_41914,5.0629807
ACCIDENT_41915,4.4165263
ACCIDENT_41916,4.22092
ACCIDENT_41917,4.0402894
ACCIDENT_41918,4.013853
ACCIDENT_41919,4.0811605
ACCIDENT_41920,3.8964956
ACCIDENT_41921,3.69633
ACCIDENT_41922,3.832291
ACCIDENT_41923,4.027327
ACCIDENT_41924,4.1309605
ACCIDENT_41925,3.024436
ACCIDENT_41926,3.798242
ACCIDENT_41927,4.086695
ACCIDENT_41928,4.0953417
ACCIDENT_41929,4.3233037
ACCIDENT_41930,4.008777
ACCIDENT_41931,4.0605717
ACCIDENT_41932,3.265939
ACCIDENT_41933,4.028509
ACCIDENT_41934,4.2946978
ACCIDENT_41935,3.977642
ACCIDENT_41936,4.2736793
ACCIDENT_41937,5.9593263
ACCIDENT_41938,3.6253245
ACCIDENT_41939,4.14999
ACCIDENT_41940,3.926654
ACCIDENT_41941,4.2491865
ACCIDENT_41942,2.8252628
ACCIDENT_41943,4.347556
ACCIDENT_41944,4.7859945
ACCIDENT_41945,4.9553924
ACCIDENT_41946,4.133731
ACCIDENT_41947,4.0634575
ACCIDENT_41948,4.3177857
ACCIDENT_41949,3.9343383
ACCIDENT_41950,4.288132
ACCIDENT_41951,4.244194
ACCIDENT_41952,4.0530815
ACCIDENT_41953,4.1082616
ACCIDENT_41954,4.194723
ACCIDENT_41955,4.1972437
ACCIDENT_41956,3.37347
ACCIDENT_41957,4.3225384
ACCIDENT_41958,3.45003
ACCIDENT_41959,3.745212
ACCIDENT_41960,4.1956425
ACCIDENT_41961,4.352088
ACCIDENT_41962,4.195604
ACCIDENT_41963,4.288261
ACCIDENT_41964,4.1178713
ACCIDENT_41965,4.0411596
ACCIDENT_41966,3.405419
ACCIDENT_41967,3.6491733
ACCIDENT_41968,4.2781997
ACCIDENT_41969,4.4223866
ACCIDENT_41970,4.223647
ACCIDENT_41971,4.4032717
ACCIDENT_41972,4.450908
ACCIDENT_41973,4.414909
ACCIDENT_41974,4.2907696
ACCIDENT_41975,4.21053
ACCIDENT_41976,4.4035077
ACCIDENT_41977,4.078447
ACCIDENT_41978,3.9938128
ACCIDENT_41979,4.167028
ACCIDENT_41980,4.2568955
ACCIDENT_41981,3.7798388
ACCIDENT_41982,3.4992037
ACCIDENT_41983,4.1139402
ACCIDENT_41984,4.124826
ACCIDENT_41985,3.4725242
ACCIDENT_41986,3.8234425
ACCIDENT_41987,4.175621
ACCIDENT_41988,4.2231326
ACCIDENT_41989,3.1210237
ACCIDENT_41990,4.2206993
ACCIDENT_41991,4.3181753
ACCIDENT_41992,3.5803668
ACCIDENT_41993,4.0968966
ACCIDENT_41994,4.0483937
ACCIDENT_41995,4.2707496
ACCIDENT_41996,3.927715
ACCIDENT_41997,4.075955
ACCIDENT_41998,4.18452
ACCIDENT_41999,4.211941
ACCIDENT_42000,4.1947665
ACCIDENT_42001,4.1321807
ACCIDENT_42002,4.0241838
ACCIDENT_42003,3.7888215
ACCIDENT_42004,4.2841
ACCIDENT_42005,3.418435
ACCIDENT_42006,3.8390164
ACCIDENT_42007,4.2683578
ACCIDENT_42008,4.2108016
ACCIDENT_42009,4.180891
ACCIDENT_42010,4.0604467
ACCIDENT_42011,4.0792975
ACCIDENT_42012,4.530086
ACCIDENT_42013,4.153077
ACCIDENT_42014,4.225509
ACCIDENT_42015,4.173487
ACCIDENT_42016,4.601907
ACCIDENT_42017,3.606104
ACCIDENT_42018,4.8057947
ACCIDENT_42019,3.2251897
ACCIDENT_42020,4.636908
ACCIDENT_42021,4.4922767
ACCIDENT_42022,3.838123
ACCIDENT_42023,4.8356967
ACCIDENT_42024,3.814379
ACCIDENT_42025,4.2391486
ACCIDENT_42026,4.3682804
ACCIDENT_42027,4.5190563
ACCIDENT_42028,4.194529
ACCIDENT_42029,3.531357
ACCIDENT_42030,3.672377
ACCIDENT_42031,4.4728026
ACCIDENT_42032,4.4302487
ACCIDENT_42033,3.872288
ACCIDENT_42034,4.5011926
ACCIDENT_42035,3.5474803
ACCIDENT_42036,4.370956
ACCIDENT_42037,4.5971637
ACCIDENT_42038,4.401598
ACCIDENT_42039,4.6024904
ACCIDENT_42040,3.2429714
ACCIDENT_42041,4.33015
ACCIDENT_42042,3.6650229
ACCIDENT_42043,4.4048533
ACCIDENT_42044,4.3117642
ACCIDENT_42045,4.3372145
ACCIDENT_42046,4.595088
ACCIDENT_42047,4.999736
ACCIDENT_42048,4.7929187
ACCIDENT_42049,4.943397
ACCIDENT_42050,3.816774
ACCIDENT_42051,3.1514847
ACCIDENT_42052,4.3690057
ACCIDENT_42053,4.57563
ACCIDENT_42054,3.5594306
ACCIDENT_42055,4.478842
ACCIDENT_42056,4.5267925
ACCIDENT_42057,4.6170816
ACCIDENT_42058,4.614721
ACCIDENT_42059,3.7184017
ACCIDENT_42060,4.195967
ACCIDENT_42061,3.9046297
ACCIDENT_42062,4.370341
ACCIDENT_42063,4.1533
ACCIDENT_42064,4.573782
ACCIDENT_42065,4.0651374
ACCIDENT_42066,4.4534698
ACCIDENT_42067,3.7826982
ACCIDENT_42068,4.72304
ACCIDENT_42069,4.278845
ACCIDENT_42070,3.7187533
ACCIDENT_42071,3.6337323
ACCIDENT_42072,4.680787
ACCIDENT_42073,4.600966
ACCIDENT_42074,4.6679273
ACCIDENT_42075,4.8755875
ACCIDENT_42076,3.5859723
ACCIDENT_42077,4.962379
ACCIDENT_42078,5.1470537
ACCIDENT_42079,4.1785874
ACCIDENT_42080,4.416317
ACCIDENT_42081,4.347699
ACCIDENT_42082,4.4030857
ACCIDENT_42083,3.4862325
ACCIDENT_42084,3.3686552
ACCIDENT_42085,3.907108
ACCIDENT_42086,4.2612123
ACCIDENT_42087,4.2426906
ACCIDENT_42088,4.1763425
ACCIDENT_42089,3.9114375
ACCIDENT_42090,3.3767743
ACCIDENT_42091,3.4732678
ACCIDENT_42092,4.0229015
ACCIDENT_42093,4.116647
ACCIDENT_42094,3.1304917
ACCIDENT_42095,4.1010323
ACCIDENT_42096,4.1745534
ACCIDENT_42097,4.112165
ACCIDENT_42098,3.5168257
ACCIDENT_42099,4.366589
ACCIDENT_42100,4.121237
ACCIDENT_42101,4.635596
ACCIDENT_42102,3.995035
ACCIDENT_42103,4.7099113
ACCIDENT_42104,3.7974236
ACCIDENT_42105,4.1689515
ACCIDENT_42106,4.4553432
ACCIDENT_42107,4.160025
ACCIDENT_42108,4.207718
ACCIDENT_42109,4.3407307
ACCIDENT_42110,3.9405584
ACCIDENT_42111,4.0296435
ACCIDENT_42112,4.12903
ACCIDENT_42113,4.163598
ACCIDENT_42114,3.9757626
ACCIDENT_42115,3.455771
ACCIDENT_42116,4.2046556
ACCIDENT_42117,4.249718
ACCIDENT_42118,4.4298773
ACCIDENT_42119,3.4870296
ACCIDENT_42120,4.1509724
ACCIDENT_42121,4.0265355
ACCIDENT_42122,3.7958279
ACCIDENT_42123,4.0583086
ACCIDENT_42124,4.4453597
ACCIDENT_42125,4.21132
ACCIDENT_42126,3.2733805
ACCIDENT_42127,4.194933
ACCIDENT_42128,4.3754215
ACCIDENT_42129,3.9992805
ACCIDENT_42130,4.4369335
ACCIDENT_42131,4.3942914
ACCIDENT_42132,4.9284925
ACCIDENT_42133,4.0845537
ACCIDENT_42134,3.6578984
ACCIDENT_42135,4.1109543
ACCIDENT_42136,4.1109543
ACCIDENT_42137,3.7433314
ACCIDENT_42138,3.9948893
ACCIDENT_42139,3.9858468
ACCIDENT_42140,4.2345724
ACCIDENT_42141,4.0293508
ACCIDENT_42142,4.251694
ACCIDENT_42143,4.017245
ACCIDENT_42144,4.101036
ACCIDENT_42145,4.1374574
ACCIDENT_42146,4.3107314
ACCIDENT_42147,3.8493729
ACCIDENT_42148,3.621934
ACCIDENT_42149,4.174019
ACCIDENT_42150,4.2230597
ACCIDENT_42151,4.1122546
ACCIDENT_42152,3.6456409
ACCIDENT_42153,3.8877146
ACCIDENT_42154,4.2723784
ACCIDENT_42155,4.1311274
ACCIDENT_42156,4.3878384
ACCIDENT_42157,4.3171167
ACCIDENT_42158,3.1858926
ACCIDENT_42159,3.9583988
ACCIDENT_42160,4.104961
ACCIDENT_42161,4.225701
ACCIDENT_42162,3.9539948
ACCIDENT_42163,4.066507
ACCIDENT_42164,4.2573647
ACCIDENT_42165,3.963288
ACCIDENT_42166,3.8110857
ACCIDENT_42167,3.371149
ACCIDENT_42168,4.358076
ACCIDENT_42169,4.7132273
ACCIDENT_42170,4.0410237
ACCIDENT_42171,3.9659615
ACCIDENT_42172,3.9753213
ACCIDENT_42173,4.0462317
ACCIDENT_42174,4.12347
ACCIDENT_42175,4.042141
ACCIDENT_42176,4.1871324
ACCIDENT_42177,3.7729468
ACCIDENT_42178,4.04903
ACCIDENT_42179,4.118241
ACCIDENT_42180,4.0078077
ACCIDENT_42181,4.188974
ACCIDENT_42182,3.647123
ACCIDENT_42183,3.5095274
ACCIDENT_42184,4.0440197
ACCIDENT_42185,4.5888543
ACCIDENT_42186,3.9958313
ACCIDENT_42187,3.1644726
ACCIDENT_42188,3.782226
ACCIDENT_42189,3.2710648
ACCIDENT_42190,4.2293653
ACCIDENT_42191,4.1088657
ACCIDENT_42192,3.5624871
ACCIDENT_42193,4.2051215
ACCIDENT_42194,4.0246215
ACCIDENT_42195,4.1043744
ACCIDENT_42196,4.0860367
ACCIDENT_42197,3.9479296
ACCIDENT_42198,4.5327525
ACCIDENT_42199,3.6374075
ACCIDENT_42200,3.667185
ACCIDENT_42201,4.092166
ACCIDENT_42202,4.623868
ACCIDENT_42203,2.9389007
ACCIDENT_42204,3.6017983
ACCIDENT_42205,4.9488096
ACCIDENT_42206,4.1573176
ACCIDENT_42207,3.981608
ACCIDENT_42208,4.107232
ACCIDENT_42209,4.342313
ACCIDENT_42210,4.010345
ACCIDENT_42211,3.9770849
ACCIDENT_42212,3.9631217
ACCIDENT_42213,4.191797
ACCIDENT_42214,3.76848
ACCIDENT_42215,4.1086955
ACCIDENT_42216,3.969707
ACCIDENT_42217,3.88584
ACCIDENT_42218,4.041968
ACCIDENT_42219,3.5180376
ACCIDENT_42220,4.120153
ACCIDENT_42221,3.8283105
ACCIDENT_42222,4.0415373
ACCIDENT_42223,4.0513873
ACCIDENT_42224,4.053647
ACCIDENT_42225,4.38399
ACCIDENT_42226,4.072061
ACCIDENT_42227,4.1220727
ACCIDENT_42228,4.103406
ACCIDENT_42229,4.2104306
ACCIDENT_42230,3.9949949
ACCIDENT_42231,4.09863
ACCIDENT_42232,4.1014247
ACCIDENT_42233,4.0021806
ACCIDENT_42234,4.0340014
ACCIDENT_42235,4.1440325
ACCIDENT_42236,4.092933
ACCIDENT_42237,4.0558624
ACCIDENT_42238,3.5078292
ACCIDENT_42239,3.9956226
ACCIDENT_42240,3.9991179
ACCIDENT_42241,3.307308
ACCIDENT_42242,3.9802437
ACCIDENT_42243,3.9153714
ACCIDENT_42244,4.1629
ACCIDENT_42245,4.2825546
ACCIDENT_42246,4.2489147
ACCIDENT_42247,4.9342804
ACCIDENT_42248,4.8002934
ACCIDENT_42249,3.7060661
ACCIDENT_42250,3.7649493
ACCIDENT_42251,2.9899218
ACCIDENT_42252,4.4260283
ACCIDENT_42253,4.56089
ACCIDENT_42254,4.4062686
ACCIDENT_42255,4.269629
ACCIDENT_42256,4.6693916
ACCIDENT_42257,4.35519
ACCIDENT_42258,4.462217
ACCIDENT_42259,4.2586308
ACCIDENT_42260,3.4393985
ACCIDENT_42261,4.073122
ACCIDENT_42262,4.4306946
ACCIDENT_42263,4.490831
ACCIDENT_42264,3.1992087
ACCIDENT_42265,4.050429
ACCIDENT_42266,4.2508445
ACCIDENT_42267,3.2867687
ACCIDENT_42268,3.2695398
ACCIDENT_42269,4.405022
ACCIDENT_42270,3.719512
ACCIDENT_42271,4.2646866
ACCIDENT_42272,3.9494894
ACCIDENT_42273,4.282207
ACCIDENT_42274,4.242213
ACCIDENT_42275,4.4738054
ACCIDENT_42276,4.4260435
ACCIDENT_42277,4.34118
ACCIDENT_42278,4.300853
ACCIDENT_42279,4.269435
ACCIDENT_42280,4.323968
ACCIDENT_42281,4.2411866
ACCIDENT_42282,4.6617913
ACCIDENT_42283,3.5150042
ACCIDENT_42284,4.398151
ACCIDENT_42285,4.9144917
ACCIDENT_42286,3.5860991
ACCIDENT_42287,4.29775
ACCIDENT_42288,4.300201
ACCIDENT_42289,4.16187
ACCIDENT_42290,4.8873463
ACCIDENT_42291,5.0600004
ACCIDENT_42292,4.5528355
ACCIDENT_42293,4.383867
ACCIDENT_42294,4.598284
ACCIDENT_42295,4.64637
ACCIDENT_42296,4.5809307
ACCIDENT_42297,4.415342
ACCIDENT_42298,3.8643115
ACCIDENT_42299,4.4614153
ACCIDENT_42300,4.5076246
ACCIDENT_42301,4.7379045
ACCIDENT_42302,3.247144
ACCIDENT_42303,4.5877
ACCIDENT_42304,3.6083643
ACCIDENT_42305,4.5036497
ACCIDENT_42306,4.7745676
ACCIDENT_42307,3.6967378
ACCIDENT_42308,4.7279863
ACCIDENT_42309,4.4275813
ACCIDENT_42310,4.447227
ACCIDENT_42311,4.26549
ACCIDENT_42312,3.9604852
ACCIDENT_42313,4.4322786
ACCIDENT_42314,4.5171337
ACCIDENT_42315,4.78706
ACCIDENT_42316,4.631799
ACCIDENT_42317,5.0624127
ACCIDENT_42318,5.0115576
ACCIDENT_42319,4.0267396
ACCIDENT_42320,4.1509733
ACCIDENT_42321,4.0763745
ACCIDENT_42322,4.276632
ACCIDENT_42323,4.197746
ACCIDENT_42324,4.0392756
ACCIDENT_42325,3.1821973
ACCIDENT_42326,3.953291
ACCIDENT_42327,3.0669732
ACCIDENT_42328,4.0224566
ACCIDENT_42329,4.0541496
ACCIDENT_42330,4.276233
ACCIDENT_42331,3.0438812
ACCIDENT_42332,4.085759
ACCIDENT_42333,4.062086
ACCIDENT_42334,3.379645
ACCIDENT_42335,3.8743877
ACCIDENT_42336,4.4042807
ACCIDENT_42337,3.0483184
ACCIDENT_42338,4.0709586
ACCIDENT_42339,4.237159
ACCIDENT_42340,4.031981
ACCIDENT_42341,3.8473668
ACCIDENT_42342,3.3356047
ACCIDENT_42343,3.995196
ACCIDENT_42344,4.0738955
ACCIDENT_42345,4.195142
ACCIDENT_42346,3.998916
ACCIDENT_42347,4.06015
ACCIDENT_42348,3.1937108
ACCIDENT_42349,4.560641
ACCIDENT_42350,4.243758
ACCIDENT_42351,4.5415277
ACCIDENT_42352,3.5180027
ACCIDENT_42353,4.1920333
ACCIDENT_42354,4.1003995
ACCIDENT_42355,4.2497745
ACCIDENT_42356,4.1381297
ACCIDENT_42357,4.0920596
ACCIDENT_42358,4.052646
ACCIDENT_42359,4.158203
ACCIDENT_42360,4.199282
ACCIDENT_42361,4.117797
ACCIDENT_42362,3.48084
ACCIDENT_42363,3.576118
ACCIDENT_42364,3.934286
ACCIDENT_42365,4.348315
ACCIDENT_42366,4.130042
ACCIDENT_42367,3.9946654
ACCIDENT_42368,4.2341423
ACCIDENT_42369,4.412763
ACCIDENT_42370,4.173355
ACCIDENT_42371,4.1873226
ACCIDENT_42372,3.9774773
ACCIDENT_42373,4.4090915
ACCIDENT_42374,4.10211
ACCIDENT_42375,4.3040547
ACCIDENT_42376,3.3617318
ACCIDENT_42377,4.510985
ACCIDENT_42378,4.3801165
ACCIDENT_42379,4.1636305
ACCIDENT_42380,4.0698256
ACCIDENT_42381,3.7447839
ACCIDENT_42382,4.1575284
ACCIDENT_42383,4.0909724
ACCIDENT_42384,4.0385284
ACCIDENT_42385,3.3832452
ACCIDENT_42386,3.0034723
ACCIDENT_42387,3.444251
ACCIDENT_42388,4.046419
ACCIDENT_42389,4.1538463
ACCIDENT_42390,4.0112333
ACCIDENT_42391,4.3140583
ACCIDENT_42392,4.451512
ACCIDENT_42393,3.6601024
ACCIDENT_42394,3.7450576
ACCIDENT_42395,4.3320365
ACCIDENT_42396,4.669097
ACCIDENT_42397,4.628362
ACCIDENT_42398,4.6647677
ACCIDENT_42399,4.1410737
ACCIDENT_42400,4.1112356
ACCIDENT_42401,4.220852
ACCIDENT_42402,4.389646
ACCIDENT_42403,4.0548077
ACCIDENT_42404,3.075557
ACCIDENT_42405,3.966381
ACCIDENT_42406,4.0308146
ACCIDENT_42407,4.0819364
ACCIDENT_42408,3.948782
ACCIDENT_42409,4.1102448
ACCIDENT_42410,4.180483
ACCIDENT_42411,4.116954
ACCIDENT_42412,3.6277754
ACCIDENT_42413,3.7259827
ACCIDENT_42414,4.0735703
ACCIDENT_42415,3.7800517
ACCIDENT_42416,3.913459
ACCIDENT_42417,4.6783543
ACCIDENT_42418,4.049904
ACCIDENT_42419,4.20527
ACCIDENT_42420,4.11709
ACCIDENT_42421,4.283729
ACCIDENT_42422,4.373925
ACCIDENT_42423,4.2964983
ACCIDENT_42424,4.0927634
ACCIDENT_42425,4.4830604
ACCIDENT_42426,4.3038883
ACCIDENT_42427,3.985468
ACCIDENT_42428,4.804421
ACCIDENT_42429,4.5951567
ACCIDENT_42430,4.2223544
ACCIDENT_42431,4.1820908
ACCIDENT_42432,4.17452
ACCIDENT_42433,4.0471673
ACCIDENT_42434,3.5515532
ACCIDENT_42435,4.246001
ACCIDENT_42436,4.0527773
ACCIDENT_42437,4.029735
ACCIDENT_42438,4.2219276
ACCIDENT_42439,3.6583667
ACCIDENT_42440,3.6844213
ACCIDENT_42441,3.925548
ACCIDENT_42442,3.8842802
ACCIDENT_42443,4.1152387
ACCIDENT_42444,3.3197558
ACCIDENT_42445,4.2289934
ACCIDENT_42446,3.8824084
ACCIDENT_42447,3.2781806
ACCIDENT_42448,2.718725
ACCIDENT_42449,4.040681
ACCIDENT_42450,4.2709103
ACCIDENT_42451,3.9729514
ACCIDENT_42452,3.3688807
ACCIDENT_42453,3.9801276
ACCIDENT_42454,4.04817
ACCIDENT_42455,3.6980178
ACCIDENT_42456,5.9593263
ACCIDENT_42457,3.929911
ACCIDENT_42458,4.065045
ACCIDENT_42459,3.6206894
ACCIDENT_42460,3.5909858
ACCIDENT_42461,3.7302766
ACCIDENT_42462,3.6501532
ACCIDENT_42463,4.043869
ACCIDENT_42464,3.789454
ACCIDENT_42465,4.051075
ACCIDENT_42466,3.3929431
ACCIDENT_42467,4.1727133
ACCIDENT_42468,4.4033732
ACCIDENT_42469,3.6069117
ACCIDENT_42470,3.2538145
ACCIDENT_42471,3.458471
ACCIDENT_42472,3.6214569
ACCIDENT_42473,4.4134145
ACCIDENT_42474,4.715703
ACCIDENT_42475,4.4538937
ACCIDENT_42476,4.269946
ACCIDENT_42477,4.573833
ACCIDENT_42478,4.097836
ACCIDENT_42479,4.2811723
ACCIDENT_42480,4.532987
ACCIDENT_42481,4.108581
ACCIDENT_42482,3.057368
ACCIDENT_42483,4.168231
ACCIDENT_42484,4.3614197
ACCIDENT_42485,3.9673095
ACCIDENT_42486,4.5532136
ACCIDENT_42487,3.3927333
ACCIDENT_42488,4.157303
ACCIDENT_42489,4.2330008
ACCIDENT_42490,4.3130136
ACCIDENT_42491,4.3770213
ACCIDENT_42492,4.2626877
ACCIDENT_42493,4.327215
ACCIDENT_42494,4.3282404
ACCIDENT_42495,3.9061615
ACCIDENT_42496,4.029076
ACCIDENT_42497,3.303947
ACCIDENT_42498,4.400373
ACCIDENT_42499,4.4549813
ACCIDENT_42500,4.2178836
ACCIDENT_42501,4.108919
ACCIDENT_42502,4.5648165
ACCIDENT_42503,3.0240343
ACCIDENT_42504,3.6492743
ACCIDENT_42505,4.4360676
ACCIDENT_42506,4.8883815
ACCIDENT_42507,4.485847
ACCIDENT_42508,4.330385
ACCIDENT_42509,4.3377833
ACCIDENT_42510,4.0764146
ACCIDENT_42511,4.3352504
ACCIDENT_42512,3.706621
ACCIDENT_42513,5.9593263
ACCIDENT_42514,5.9593263
ACCIDENT_42515,4.31302
ACCIDENT_42516,3.3084764
ACCIDENT_42517,4.798332
ACCIDENT_42518,4.590012
ACCIDENT_42519,4.904919
ACCIDENT_42520,3.0887563
ACCIDENT_42521,4.282782
ACCIDENT_42522,4.290505
ACCIDENT_42523,4.103821
ACCIDENT_42524,4.0963116
ACCIDENT_42525,4.274375
ACCIDENT_42526,4.0579596
ACCIDENT_42527,4.12583
ACCIDENT_42528,4.022227
ACCIDENT_42529,4.016877
ACCIDENT_42530,3.391525
ACCIDENT_42531,3.4539495
ACCIDENT_42532,4.4387326
ACCIDENT_42533,3.7851825
ACCIDENT_42534,4.040861
ACCIDENT_42535,3.6809895
ACCIDENT_42536,4.132216
ACCIDENT_42537,4.215448
ACCIDENT_42538,3.607505
ACCIDENT_42539,3.8412395
ACCIDENT_42540,4.4055753
ACCIDENT_42541,4.232189
ACCIDENT_42542,3.2510743
ACCIDENT_42543,3.6933756
ACCIDENT_42544,4.139246
ACCIDENT_42545,4.1061606
ACCIDENT_42546,3.9460254
ACCIDENT_42547,4.3386683
ACCIDENT_42548,3.2817361
ACCIDENT_42549,3.6278782
ACCIDENT_42550,4.6107464
ACCIDENT_42551,4.485377
ACCIDENT_42552,4.3185353
ACCIDENT_42553,4.5693884
ACCIDENT_42554,4.545829
ACCIDENT_42555,4.24861
ACCIDENT_42556,4.131145
ACCIDENT_42557,4.0792017
ACCIDENT_42558,4.282766
ACCIDENT_42559,4.322249
ACCIDENT_42560,3.911453
ACCIDENT_42561,3.225642
ACCIDENT_42562,4.305313
ACCIDENT_42563,4.1555076
ACCIDENT_42564,3.8251622
ACCIDENT_42565,4.1201925
ACCIDENT_42566,3.20476
ACCIDENT_42567,4.056381
ACCIDENT_42568,3.9676874
ACCIDENT_42569,4.119301
ACCIDENT_42570,3.957883
ACCIDENT_42571,4.083919
ACCIDENT_42572,4.3770103
ACCIDENT_42573,3.926538
ACCIDENT_42574,3.5110328
ACCIDENT_42575,4.0582876
ACCIDENT_42576,4.0931125
ACCIDENT_42577,4.267053
ACCIDENT_42578,5.9593263
ACCIDENT_42579,4.572203
ACCIDENT_42580,3.9128504
ACCIDENT_42581,4.1842256
ACCIDENT_42582,4.306733
ACCIDENT_42583,3.2496269
ACCIDENT_42584,4.2900743
ACCIDENT_42585,4.1030216
ACCIDENT_42586,3.6024463
ACCIDENT_42587,4.4833493
ACCIDENT_42588,4.302237
ACCIDENT_42589,4.046227
ACCIDENT_42590,3.690283
ACCIDENT_42591,4.490385
ACCIDENT_42592,4.1102567
ACCIDENT_42593,3.7719235
ACCIDENT_42594,4.1927047
ACCIDENT_42595,4.0918097
ACCIDENT_42596,4.053488
ACCIDENT_42597,4.306129
ACCIDENT_42598,4.2332835
ACCIDENT_42599,4.0511365
ACCIDENT_42600,3.9780884
ACCIDENT_42601,2.9355574
ACCIDENT_42602,4.1797686
ACCIDENT_42603,4.1581035
ACCIDENT_42604,4.256227
ACCIDENT_42605,4.4739094
ACCIDENT_42606,3.7517295
ACCIDENT_42607,4.699285
ACCIDENT_42608,4.262619
ACCIDENT_42609,4.0711107
ACCIDENT_42610,4.252975
ACCIDENT_42611,3.75661
ACCIDENT_42612,3.5998576
ACCIDENT_42613,4.023332
ACCIDENT_42614,4.169609
ACCIDENT_42615,3.79874
ACCIDENT_42616,3.9807308
ACCIDENT_42617,3.8278222
ACCIDENT_42618,4.1980243
ACCIDENT_42619,4.14621
ACCIDENT_42620,4.170578
ACCIDENT_42621,4.12601
ACCIDENT_42622,4.2515903
ACCIDENT_42623,3.120051
ACCIDENT_42624,4.199919
ACCIDENT_42625,4.7111006
ACCIDENT_42626,4.0794296
ACCIDENT_42627,4.1461143
ACCIDENT_42628,4.103843
ACCIDENT_42629,4.059218
ACCIDENT_42630,4.1179376
ACCIDENT_42631,4.2741385
ACCIDENT_42632,4.035904
ACCIDENT_42633,4.0730143
ACCIDENT_42634,3.955922
ACCIDENT_42635,3.302428
ACCIDENT_42636,3.8836038
ACCIDENT_42637,3.3400257
ACCIDENT_42638,3.6661534
ACCIDENT_42639,4.2480407
ACCIDENT_42640,3.6875672
ACCIDENT_42641,4.144113
ACCIDENT_42642,3.9682577
ACCIDENT_42643,4.0303545
ACCIDENT_42644,4.1750917
ACCIDENT_42645,3.9043622
ACCIDENT_42646,4.20197
ACCIDENT_42647,3.98723
ACCIDENT_42648,3.9925847
ACCIDENT_42649,4.0440903
ACCIDENT_42650,4.1060615
ACCIDENT_42651,2.9539087
ACCIDENT_42652,4.298609
ACCIDENT_42653,4.351437
ACCIDENT_42654,4.4630046
ACCIDENT_42655,4.530439
ACCIDENT_42656,3.7924776
ACCIDENT_42657,4.0724597
ACCIDENT_42658,3.592486
ACCIDENT_42659,4.025631
ACCIDENT_42660,3.0480087
ACCIDENT_42661,4.1303277
ACCIDENT_42662,3.776445
ACCIDENT_42663,4.010003
ACCIDENT_42664,4.1938415
ACCIDENT_42665,4.0557733
ACCIDENT_42666,3.5769122
ACCIDENT_42667,4.0662684
